Sentiment	Text	Entity	Performance	Usability	Security	Others
p	"""If you intend to create rich applications, AWT is probably not the way to go."""	AWT	0	1	0	0
o	To save anyone the hassle of Googling - org.apache.commons commons-io 1.3.2 .	org.apache.commons	0	0	0	1
o	"Hey, sorry that it's been a while since my last reply, I gave up working on this project until I saw that someone has answered my old thread. I think, I understood the most of how to get started with this project, but now I'm stuck at the ,""""apiStorage"""",-point. In the readme.md of ex3ndr's-gitHub-page it says, the """"Telegram-Api""""-Object requires an """"ApiStorage""""-object, created by ,""""new MyApiStorage"""",. But ,I can't find that """"MyApiStorage""""-class,, so what should I put there?"",""hello grkvlt! i have been able to figure this out but i'm stuck here on how to send and receive messages. please advise how to proceed. LukeLR, check the telegram-bot sample app! it resolves some of these issues of urs!"	MyApiStorage	0	0	0	1
o	"""part of them on AWT Components, part on Swing JCompoentns, but between AWT and Swing is difference with implemented, accesible and inherits methods, for example Swing JComponents directly (API) implements lots of inherit or nested methods directly from AWT :-)."""	Swing	0	0	0	1
o	Since Swing generates some code on its own so it is really helpful to use Netbeans.	Swing	0	1	0	0
p	It says how to do authentication and authorization via JBossAuthenticationManager and JBossAuthorizationManager ...	JBossAuthenticationManager	0	0	1	0
o	I wonder what other list implementations are possible apart from the built in LinkedList/ArrayList in witch a common getFirst() getLast() interface method wouldn't have been O(1)?,Unless it just stored the last element in a field. How do you think getSize() is implemented?	ArrayList	0	1	0	0
o	"possible duplicate of ,Backslash problem with String.replaceAll"",""Or, if manual escaping is not feasible (e.g. when building a pattern at runtime), use ,Pattern.quote(String), and ,Matcher.quoteReplacement(String),."	String.replaceAll	0	0	0	1
p	"""For instance, System.console().readLine() (new in Java 6) is pretty easy."""	System.console().readLine()	0	1	0	0
o	I'm using Rhino 1.7R4 and env.js 1.2 to run Javascript code inside Java I want to print from my Javascript code a string to the Java console.	Rhino	0	1	0	0
o	"I think the problem is the use of GetKeyboardState: from MSDN, sounds like it's essentially equivalent to calling GetKeyState, whereas you want the equivalent for GetAsyncKeyState, since another thread has current input focus. Perhaps try populating keystate manually with GetAsyncKeyState, or using AttachInput?"",""No. this code works ,perfectly,, try it out if you want. It detects all the physical keys. My only problem is that I don't know what <SHIFT+COMBINATION> will give me because it's keyboard specific. For instance, on a UK keyboard <SHIFT+2> will give me [""""] and on a US keyboard <SHIFT+2> will give me To . The only problem is: When I detect SHIFT+2, what character will I translate it to? I need to find a way to do that."	GetKeyboardState	0	1	0	0
o	"""If this is your own collection class rather than a built in one, you need to override its toString method."""	toString	0	0	0	1
p	"""XStream is not dead, it is just mature and stable -- meaning there isn't much to add to core functionality."""	XStream	0	1	0	0
o	Are you familiar with the log4j.properties translator?	log4j	0	0	0	1
o	"Hat tip goes also to URL_http://stackoverflow.com/users/68127/jacob-gabrielson [Jacob,] who once pointed me to the said article."""	Jacob	0	0	0	1
o	"""Any serious Java UI work is done in Swing not AWT, which was primarily used for applets."""	AWT	0	1	0	0
o	"According to the documentation, the ,IllegalStateException, """"signals that a method has been invoked at an illegal or inappropriate time. In other words, the Java environment or Java application is not in an appropriate state for the requested operation."""" This is obviously misleading as the disabled methods are meant to throw the exception always, not depending on the application state or on the timing of the call."",""To Grodriguez, I have seen the use of ,IllegalStateException, in situations where the classes represent states in a model, where the methods are called through an interface reference, making its use a valid one. As we don't know the context of the OP, I did"	IllegalStateException	0	0	0	1
p	"""FWIW, almost all Java JSON libraries support this conversion mode, including GSON, Jackson and Genson."""	Genson	0	1	0	0
o	won't the code in Arrays.fill() contain a loop...	Arrays.fill()	0	0	0	1
o	"Finally, someone knows what ,tail(), is supposed to be."",To LawrenceDol - please remove your misguided downvote."	tail()	0	1	0	0
o	Implement toString() on the class.	toString()	0	0	0	1
p	"gstreamer-java definitely looks promising, thanks for that. I'll have a play around and see what I can get working!"",""As per some of the other comments, I'd be weary of using anything based on Xuggle as it's been inactive for a number of years now. Besides, it's a rather low level libary and is much more suited to processing of individual frames rather than actual video playback."	Xuggle	0	1	0	0
o	Sun also provides patch releases of GlassFish (akin to RedHat's support for JBoss); see URL_https://blogs.oracle.com/glassfishforbusiness [ URL_https://blogs.oracle.com/glassfishforbusiness ] and sun.com/glassfish.	GlassFish	0	0	0	1
p	"""As far as when AWT may be more useful than Swing -"	AWT	0	1	0	1
o	"""Also, there is a method that only take a inputStream argument, if you are find with the default encoding."""	inputStream	0	0	0	1
p	The nice thing is if you implement your RESTful resources using JAX-RS then the Jersey client can reuse the entity providers such as for JAXB/XML/JSON/Atom and so forth - so you can reuse the same objects on the server side as you use on the client side unit test.	JAX-RS	0	1	0	0
o	"I copy-pasted this example to my maven project, in which I have dependencies for ApacheJMeter_core and ApacheJMeter_http. What happens to me is that the sampler is never called. I investigated why and it seems that the hash tree being cloned into the JMeterThread is cloned absent the LoopController. So at this part: ,Sampler e = this.threadGroupLoopController.next();                  while(true) {                     while(this.running && e != null) {, it does not execute the loop and the sampler is not called. What gives?"",""Hi, what changes do i have to do when i want to run this as distributed testing?"	ApacheJMeter_http	0	1	0	0
o	"swing component is platform independent."""	swing	0	1	0	0
o	"Note that it goes against Java coding guidelines to put an ,I, in front of interface names."",""Any issues in deciding between (1) and (2)?  It looks like (2) is a whole lot more complicated than (1).  Thus, I am thinking, just make ,getData(), blocking, or poll the API, where I can get away with it."	getData()	0	0	0	1
o	"I would assume it is because implementing the Map interface would result in heavy functions (boxing the keys, creating the sets of values and of keys,...) while the functions define in SparseIntArray are designed for efficiency. Having both would be counter-productive."",""Sorry; I don't see how this answers the question. AFAIK, the Map interface doesn't define how an implementation works under the bonnet, nor how efficient it is闁炽儲鎽?believe that's the whole point."	SparseIntArray	0	0	0	1
o	Read/convert an InputStream to a String.	InputStream	0	0	0	1
p	"""ToStringBuilder is usually more applicable for beans and objects that carry information, less so for complex data structures."""	ToStringBuilder	0	1	0	0
o	"JGoodies OTOH is about PLAFs and layouts."""	JGoodies	0	0	0	1
o	Just the Shiro jar.	Shiro	0	0	0	1
n	Swing components are lightweight components because swing sits on the top of awt.	Swing	0	0	0	1
n	Difference between Swing and AWTSeveral consequences result from this difference between AWT and Swing.	Swing	0	0	0	1
o	"""Furthermore, your example of """"a"""" + """"b"""" would be compiled into a single literal """"ab"""" but if you used StringBuilder it would result in two needless calls to append()."""	StringBuilder	0	0	0	1
o	"In official hbase book ,hbase.apache.org/book/versions.html,  it is said  ""Doing a put always creates a new version of a cell, at a certain timestamp. By default the system uses the server's currentTimeMillis, but you can specify the version (= the long integer) yourself, on a per-column level. This means you could assign a time in the past or the future, or use the long value for non-time purposes."""	getColumnLatest	0	1	0	0
p	Of course you should use Netbeans for building Java Swing GUI.	Netbeans	0	1	0	0
n	"""2) Once the security issues were resolved, JBoss threw IllegalArgumentException: object is not an instance of declaring class."""	JBoss	0	0	0	1
o	"+1 - As terrible as it sounds, I think """"implement your own"""" is a good option here. If you are regularly adding and removing observers, the EventProducer can be optimized by modeling it after the thread safe event multicasting logic used in java.awt.AWTE"	getData()	0	0	0	1
o	"Hi To devconsole. I took a look to the ContextThemeWrapper.java source and I didn't find the implementation of the method ,getResources(),. There is only overridden method ,getResources(), which calls ,super.getResources(),. Do you know about another class which implements ,getResources(),? Thanks."",""See also my question ,here, if you are interested please."	ContextThemeWrapper	0	0	0	1
n	"""usage of reflection ToStringBuilder, HashCodeBuilder and EqualsBuilder is highly inefective."""	ToStringBuilder	0	1	0	0
o	"""So, I've come to the conclusion that Apache HttpComponents 4 is one of the most overwrought APIs I've ever come across."""	Apache HttpComponents	0	1	0	0
o	"""As I understand it, notwithstanding its name, log4j 2.0 is very different than log4j 1.x."""	log4j	0	0	0	1
o	To RobertJohnson - the ,FizzService, knows it needs to return a ,Fizz,, but its parent ,AbstractService, only knows the ,invoke(...), is returning an Object. But ,AbstractService, is also the parent of ,WidgetService,, which returns ,Widget,s, and of ,BuzzS	FizzService	0	0	0	1
o	"""JFormDesigner also works with JBuilder and Eclipse, so you are not locking your projects to one particular IDE."""	JFormDesigner	0	0	0	1
o	"I am the founder of log4j, slf4j and logback projects but unaffiliated with log4j 2.0."""	slf4j	0	0	0	1
